sports
Athletics, 2022-08-16 09:00:00, 100m Wheelchair Male, Qualification - Heat 1, Canada Games Park
Softball, 2022-08-07 13:00:00, Female, Preliminary | Pool A - Game 4 - NS vs SK, Southward Community Park
Softball, 2022-08-07 14:00:00, Female, Preliminary | Pool B - Game 5 - NB vs ON, Southward Community Park
Softball, 2022-08-07 16:15:00, Female, Preliminary | Pool A - Game 6 - BC vs MB, Southward Community Park
Softball, 2022-08-07 18:30:00, Female, Preliminary | Pool B - Game 7 - AB vs NL, Southward Community Park
Softball, 2022-08-08 10:00:00, Female, Preliminary | Pool A - Game 8 - MB vs NS, Southward Community Park
Softball, 2022-08-08 11:00:00, Female, Preliminary | Pool A - Game 9 - PE vs SK, Southward Community Park
Softball, 2022-08-08 12:00:00, Female, Preliminary | Pool B - Game 10 - AB vs NB, Southward Community Park
Softball, 2022-08-08 13:00:00, Female, Preliminary | Pool B - Game 11 - NL vs ON, Southward Community Park
Softball, 2022-08-08 14:00:00, Female, Preliminary | Pool A - Game 12 - BC vs NS, Southward Community Park
Softball, 2022-08-08 16:15:00, Female, Preliminary | Pool A - Game 13 - MB vs SK, Southward Community Park
Softball, 2022-08-08 18:30:00, Female, Preliminary | Pool B - Game 14 - ON vs QC, Southward Community Park
Softball, 2022-08-09 10:00:00, Female, Preliminary | Pool A - Game 15 - MB vs PE, Southward Community Park
Softball, 2022-08-09 11:00:00, Female, Preliminary | Pool B - Game 16 - NB vs QC, Southward Community Park
Softball, 2022-08-09 12:00:00, Female, Preliminary | Pool A - Game 17 - BC vs SK, Southward Community Park
Softball, 2022-08-09 13:00:00, Female, Preliminary | Pool A - Game 18 - NS vs PE, Southward Community Park
Softball, 2022-08-09 14:00:00, Female, Preliminary | Pool B - Game 19 - NL vs QC, Southward Community Park
Softball, 2022-08-09 16:15:00, Female, Preliminary | Pool B - Game 20 - AB vs ON, Southward Community Park
Softball, 2022-08-10 10:00:00, Female, Qualification - Game 21 (4A vs. 5B), Southward Community Park
Softball, 2022-08-10 11:00:00, Female, Qualification - Game 22 (4B vs. 5A), Southward Community Park
Softball, 2022-08-10 12:30:00, Female, Qualification - Game 23 (1A vs. 2B), Southward Community Park
Softball, 2022-08-10 13:30:00, Female, Qualification - Game 24 (1B vs. 2A), Southward Community Park
Softball, 2022-08-10 15:00:00, Female, Qualification - Game 25 (W21 vs. 3B), Southward Community Park
Softball, 2022-08-10 16:30:00, Female, Qualification - Game 26 (W22 vs. 3A), Southward Community Park
Softball, 2022-08-10 19:00:00, Female, Final - 9th / 10th Place Game (L21 vs. L22), Southward Community Park
Softball, 2022-08-11 11:00:00, Female, Final - 7th / 8th Place Game (L25 vs. L26), Southward Community Park
Softball, 2022-08-11 12:00:00, Female, Qualification - Game 29 (L23 vs. W25), Southward Community Park
Softball, 2022-08-11 13:30:00, Female, Qualification - Game 30 (L24 vs. W26), Southward Community Park
Softball, 2022-08-11 15:00:00, Female, Qualification - Game 31 (W23 vs. W24), Southward Community Park
Softball, 2022-08-11 16:00:00, Female, Final - 5th / 6th Place Game (L29 vs. L30), Southward Community Park
Softball, 2022-08-11 18:00:00, Female, Qualification - Game 33 (W29 vs. W30), Southward Community Park
Softball, 2022-08-12 10:30:00, Female, Final - Bronze Medal Game (L31 vs. W33), Southward Community Park
Softball, 2022-08-12 13:30:00, Female, Final - Gold Medal Game (W31 vs. W34), Southward Community Park
Softball, 2022-08-16 10:00:00, Male, Preliminary - Game 1 - AB vs MB, Southward Community Park
Softball, 2022-08-16 11:00:00, Male, Preliminary - Game 2 - NL vs ON, Southward Community Park
Softball, 2022-08-16 12:00:00, Male, Preliminary - Game 3 - NB vs SK, Southward Community Park
Softball, 2022-08-16 13:15:00, Male, Preliminary - Game 4 - BC vs NS, Southward Community Park
Softball, 2022-08-16 14:15:00, Male, Preliminary - Game 5 - AB vs QC, Southward Community Park
Softball, 2022-08-16 15:30:00, Male, Preliminary - Game 6 - MB vs SK, Southward Community Park
Softball, 2022-08-16 16:30:00, Male, Preliminary - Game 7 - NB vs NS, Southward Community Park
Softball, 2022-08-16 18:00:00, Male, Preliminary - Game 8 - BC vs NL, Southward Community Park
Softball, 2022-08-16 19:00:00, Male, Preliminary - Game 9 - ON vs QC, Southward Community Park
Softball, 2022-08-17 10:00:00, Male, Preliminary - Game 10 - NB vs NL, Southward Community Park
Softball, 2022-08-17 11:00:00, Male, Preliminary - Game 11 - AB vs SK, Southward Community Park
Softball, 2022-08-17 12:00:00, Male, Preliminary - Game 12 - BC vs ON, Southward Community Park
Softball, 2022-08-17 13:15:00, Male, Preliminary - Game 13 - MB vs QC, Southward Community Park
Softball, 2022-08-17 14:15:00, Male, Preliminary - Game 14 - NL vs NS, Southward Community Park
Softball, 2022-08-17 15:30:00, Male, Preliminary - Game 15 - AB vs NB, Southward Community Park
Softball, 2022-08-17 16:30:00, Male, Preliminary - Game 16 - QC vs SK, Southward Community Park
Softball, 2022-08-17 18:00:00, Male, Preliminary - Game 17 - BC vs MB, Southward Community Park
Softball, 2022-08-17 19:00:00, Male, Preliminary - Game 18 - NS vs ON, Southward Community Park
Softball, 2022-08-18 10:00:00, Male, Preliminary - Game 19 - NS vs QC, Southward Community Park
Softball, 2022-08-18 11:00:00, Male, Preliminary - Game 20 - AB vs NL, Southward Community Park
Softball, 2022-08-18 12:00:00, Male, Preliminary - Game 21 - MB vs ON, Southward Community Park
Softball, 2022-08-18 13:15:00, Male, Preliminary - Game 22 - BC vs NB, Southward Community Park
Softball, 2022-08-18 14:15:00, Male, Preliminary - Game 23 - NS vs SK, Southward Community Park
Softball, 2022-08-18 15:30:00, Male, Preliminary - Game 24 - NL vs QC, Southward Community Park
Softball, 2022-08-18 16:30:00, Male, Preliminary - Game 25 - AB vs BC, Southward Community Park
Softball, 2022-08-18 18:00:00, Male, Preliminary - Game 26 - MB vs NB, Southward Community Park
Softball, 2022-08-18 19:00:00, Male, Preliminary - Game 27 - ON vs SK, Southward Community Park
Softball, 2022-08-19 10:00:00, Male, Preliminary - Game 28 - BC vs SK, Southward Community Park
Softball, 2022-08-19 11:00:00, Male, Preliminary - Game 29 - MB vs NS, Southward Community Park
Softball, 2022-08-19 12:00:00, Male, Preliminary - Game 30 - AB vs ON, Southward Community Park
Softball, 2022-08-19 13:15:00, Male, Preliminary - Game 31 - NB vs QC, Southward Community Park
Softball, 2022-08-19 14:15:00, Male, Preliminary - Game 32 - NL vs SK, Southward Community Park
Softball, 2022-08-19 15:30:00, Male, Preliminary - Game 33 - AB vs NS, Southward Community Park
Softball, 2022-08-19 16:30:00, Male, Preliminary - Game 34 - BC vs QC, Southward Community Park
Softball, 2022-08-19 18:00:00, Male, Preliminary - Game 35 - MB vs NL, Southward Community Park
Softball, 2022-08-19 19:00:00, Male, Preliminary - Game 36 - NB vs ON, Southward Community Park
Softball, 2022-08-20 10:00:00, Male, Final - 7th / 8th Place Game (7 vs. 8), Southward Community Park
Softball, 2022-08-20 11:00:00, Male, Qualification - Game 38 (1 vs. 2), Southward Community Park
Softball, 2022-08-20 13:30:00, Male, Qualification - Game 39 (3 vs. 4), Southward Community Park
Softball, 2022-08-20 15:00:00, Male, Final - 5th / 6th Place Game (5 vs. 6), Southward Community Park
Softball, 2022-08-20 19:30:00, Male, Final - Bronze Medal Game (W39 vs. L38), Southward Community Park
Softball, 2022-08-21 11:00:00, Male, Final - Gold Medal Game (W38 vs. W41), Southward Community Park
Swimming, 2022-08-07 13:00:00, 1500m Freestyle Female, Timed Final - Timed Final 1, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 13:00:00, 800m Freestyle Male, Timed Final - Timed Final 1, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 14:00:00, 200m (S1-5,S14) / 400m (S6-13) Freestyle Para Female, Timed Final - Timed Final 1 - 200m (S1-5, S14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 14:10:00, 200m (S1-5,S14) / 400m (S6-13) Freestyle Para Male, Timed Final - Timed Final 1 - 200m (S1-5, S14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 14:20:00, 200m (S1-5,S14) / 400m (S6-13) Freestyle Para Female, Timed Final - Timed Final 1 - 400m (S6-13), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 14:30:00, 200m (S1-5,S14) / 400m (S6-13) Freestyle Para Male, Timed Final - Timed Final 1 - 400m (S6-13), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 15:00:00, 4 x 200m Freestyle Relay Female, Timed Final - Timed Final 1, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-07 15:00:00, 4 x 200m Freestyle Relay Male, Timed Final - Timed Final 1, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Special Olympics Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Special Olympics Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Special Olympics Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Special Olympics Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Special Olympics Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 50m Breaststroke Special Olympics Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 200m Butterfly Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 200m Butterfly Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 200m Butterfly Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 200m Butterfly Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 200m Butterfly Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 200m Butterfly Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 400m IM Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 400m IM Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 400m IM Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 400m IM Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 400m IM Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 400m IM Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Female, Preliminary - Race 01 (S1-3), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Female, Preliminary - Race 02 (S1-3), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Female, Preliminary - Race 03 (S1-3), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Female, Preliminary - Race 04 (S4-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Female, Preliminary - Race 05 (S4-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Female, Preliminary - Race 06 (S4-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Male, Preliminary - Race 01 (S1-3), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Male, Preliminary - Race 02 (S1-3), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Male, Preliminary - Race 03 (S1-3), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Male, Preliminary - Race 04 (S4-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Male, Preliminary - Race 05 (S4-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Para Male, Preliminary - Race 06 (S4-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Special Olympics Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Special Olympics Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Special Olympics Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Special Olympics Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Special Olympics Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 09:30:00, 100m Freestyle Special Olympics Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 50m Breaststroke Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 50m Breaststroke Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 50m Breaststroke Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 50m Breaststroke Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 50m Breaststroke Special Olympics Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 50m Breaststroke Special Olympics Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 200m Butterfly Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 200m Butterfly Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 200m Butterfly Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 200m Butterfly Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 400m IM Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 400m IM Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 400m IM Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 400m IM Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Para Female, Final - Final A (S1-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Para Male, Final - Final A (S1-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Special Olympics Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 100m Freestyle Special Olympics Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-08 18:00:00, 4 x 100m Medley Relay Mix, Timed Final - Timed Final, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 09:30:00, 100m Backstroke Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 09:30:00, 100m Backstroke Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 09:30:00, 100m Backstroke Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 09:30:00, 100m Backstroke Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 09:30:00, 100m Backstroke Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 09:30:00, 100m Backstroke Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 10:00:00, 50m (S1-5) / 100m (S6-14) Backstroke Para Female, Preliminary - Race 01 - 50m (S1-5), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 10:02:00, 50m (S1-5) / 100m (S6-14) Backstroke Para Female, Preliminary - Race 02 - 50m (S1-5), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-09 10:04:00, 50m (S1-5) / 100m (S6-14) Backstroke Para Female, Preliminary - Race 03 - 50m (S1-5), Brock University-Eleanor Misener Aquatics Centre
